Rank,Sender Address,Funders Funded,Creators Funded,Total Tokens Launched,SOL Sent,Tokens Created,% of Total Tokens
223,Ac4VanpEPAPqrk7x3JFFJ9W7HKbhHNCYdmpHoZ6hur5g,1,1,1,128.00,1,0.0584%
224,95Yh1pjiDSP8zDWa1NgDV6HSq7rvEkV7Hb4HXXUh2iJz,1,1,3,127.61,3,0.1753%
225,8UvyHfRckvoYMN1qvJgmWY5fbNAuwAH1nuvP3gAwQpxV,1,1,5,124.22,5,0.2922%
226,4wPkzetPhRvXPaHnZk7JbThHwGHP2XRcVLxXnnsZAUrz,1,1,3,122.75,3,0.1753%
227,5PC1X8tzSwtAikEino8FRp4gS7KGWnUYEKLpYAtCTj2D,1,1,1,120.00,1,0.0584%
228,EPGAW2HWNidhS2tyQ3KNKEMAPxhHLFKfzsChSMb661W8,1,1,4,120.00,4,0.2338%
229,3ccukMawpMxo9vT3AehchsRLxkLqsiGXX6yDM3hBj7x5,1,2,3,118.43,3,0.1753%
230,td9PTHyHkxox1zXEtc45gYxkca6mPx9XP9g5brh8u47,1,1,1,118.20,1,0.0584%
231,H3FceQxdL8LEtGqtzb5Cd3AtCbgN1J77wN9uXencSf2G,1,1,1,117.85,1,0.0584%
232,aMkX4sHs7kDkGQreTwLu6kAabo7t3AS9HZysvPuoXQk,1,1,7,117.82,7,0.4091%
233,CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,1,3,4,116.60,4,0.2338%
234,728HSHCo5Jct6GnCHBSme3kEUVgEkFKSomtjssnMXZvV,1,1,13,115.92,13,0.7598%
235,5KnRt9aNVApBwbM1pjnVFbfBr3P9oZXTKKEqod88HxFe,1,1,1,115.74,1,0.0584%
236,zT6zeNuPyPh1QeuuhyRGCQUe1Wnsb2KZL7ZVJUMjYQ7,1,1,1,114.63,1,0.0584%
237,B7rDvefpPcpopdZEjZC3fRKMjA4rcHrSGJwjqASxwb3D,1,1,2,114.45,2,0.1169%
238,5sgMrPfDfat3QVUGUada9oRDxaGjfQoRKPmUxLo5dTnf,1,1,1,114.35,1,0.0584%
239,UwNVwm6HWMyCQ4Xs5bFsqouByK2rzGabakPdAiDY4Rj,1,1,6,114.06,6,0.3507%
240,UYjHfHiN84Bb1BbhWZ6rDTgTctjms7sp9GF3aEopuka,1,1,1,113.18,1,0.0584%
241,3UDoPuX2isXdBNezCssArn1Qq27vKfiRah2MN1GcNRNN,1,1,1,112.70,1,0.0584%
242,91KWppX7Eg2BMpeCw7jWoShjDbcpvjuJr74zzWFWZFE5,1,1,1,112.62,1,0.0584%
243,Ghbgsj5dVBxadsjAh7QAFB5KTsx3tV7sEqfX6mVbhskn,1,1,1,112.13,1,0.0584%
244,7aKGCjoTNWpoeat2TJCz3GeN6xsZ28Jj26tJzxdBHXh9,1,1,3,111.97,3,0.1753%
245,Cgp5DGBy8k8KhCMBekJaECFNp6mdk8k496tqEmDdMLnu,1,1,1,109.40,1,0.0584%
246,E7CL9cUZHwJu7YKJNfkpKv7NDe9kEVM712Noq32uUgA5,1,1,1,109.23,1,0.0584%
247,3A6j2x98sbgAdqznBwEW3CNhHQc5SrtybXTHvPxSf87z,1,1,3,109.19,3,0.1753%
248,FP4Q7qmNeA8gDvVFm8dR4A1GrmyxQFjhv5q3JjE7f3d5,1,1,3,109.11,3,0.1753%
249,EQ6Q8SttrpC4Hf382ct8cMvkbkbytD8JEW5D2eXfBkLa,1,1,4,108.05,4,0.2338%
250,EMXJqHznGSnSzeMyigBGQNEFw4EeaNDbj1UwaFTpp3sg,1,12,15,107.64,15,0.8767%
251,GNyCpJkSRyE2YDauzisD4mqTJo6UqXLVMgDdL5nmJMfh,1,1,1,107.30,1,0.0584%
252,7e6RsxKmkhH1MPXjdyxMdpJYN5fvvr2WtuN9dpBuuugq,1,1,2,106.53,2,0.1169%
253,6sxEF2UEu9bkFsVi5E3XYGXBt6ZwzRM9wef8VDfkYMaA,1,1,1,105.45,1,0.0584%
254,328ryHcH7dKeq2fncdLxAXpWvQbSCyZwLRwVS3qNWte4,1,1,3,105.35,3,0.1753%
255,2ff4mjn6nkgbcxW82HCFpyqTjsVRFQkeGFSE4iF5ZrBi,1,1,1,105.20,1,0.0584%
256,EvfEXLGwrShqUPZzikzHsck9MSyrbrQf6BFx32wdo8NG,1,1,8,104.70,8,0.4676%
257,9Fada7hiKuMRk19mfg1rBiwWtQRDMJZ6vKPTf9ram6S5,1,1,3,103.06,3,0.1753%
258,EYqn4nuyJRyVbzAdVrXDg7Tqad5Ks7XVcF6yHkfG7SPW,1,1,1,103.00,1,0.0584%
259,HYD5NcGfgyNKdYGLtd7iqpt6ygRN8Cj6C1AX1op5y63D,1,1,3,102.87,3,0.1753%
260,3tAnwv1dohVuTfYCqNXNeP7yWEX2xg1fsr7TRTFUX4fc,1,1,5,102.59,5,0.2922%
261,CMp6HE714EmKqvVU3RVF5Vmsswbfhwj7X4CrBWpvyH9x,1,1,1,102.02,1,0.0584%
262,9eL5Huq4tAqpadGGHjzx3WwWuzmp6dSy4SqkonsyADCu,1,1,1,101.10,1,0.0584%
263,ESe9HS7RkejpdtWaGRts8y159cycAFag2wbkWdURori1,1,1,5,100.73,5,0.2922%
264,85ASzUr3HXsW2nu2Rwmoc3t7Dn9tCuQ9WaF16SpHMzx8,1,1,7,100.04,7,0.4091%
265,9J7CKpYKjuS3udLPfisTYiGzaWu7YGs2Hcmb7BadLDij,1,1,1,100.00,1,0.0584%
266,4rY772gYziQWpmS8CWxjLfXnkHMASZV3DrVpnqoUE5hK,1,1,1,100.00,1,0.0584%
267,meow1xPJy76Bthvr9uRyj1qH24W45rseiA8WT29K7VG,1,1,1,99.99,1,0.0584%
268,s3QwMtUd2MDHMPoVdoAJe92U7yAJAFTZDTFEiug8CET,1,1,1,99.99,1,0.0584%
269,FdPhhzKQRYrk7Yu54HBGZhMJNW7r5cf7vafUzopzGhBK,1,1,4,97.04,4,0.2338%
270,3JmjV3qFkN5YWm5UB7vUTHoQhgZXUmht3NR89FzNVDBL,1,1,3,96.00,3,0.1753%
271,8jxNyGCPapK9FPkybNjj731DrDibhxvwSh958gVwxX2d,1,3,3,96.00,3,0.1753%
272,8Z6CVLaGnET4v9oFQMi66ZfD75AzFBSTqv1dTwiqTRA6,1,1,5,94.92,5,0.2922%
273,GLnVBiCb8wEaUEtdo2aH2gJGe9oyDN25hEuVn1LqDfMb,1,1,1,94.90,1,0.0584%
274,ATtVX7cbWbmbWoAmd4V1FCZSGvqtnUb3wtuoTXinW3AQ,1,1,1,94.04,1,0.0584%
275,HAfgRjuxEztuVa5ntRtdoBkC337wzr56GgXfYfsopyNN,1,1,1,93.51,1,0.0584%
276,B1tgDGfayr4dRC4jn2FhYxZkheM1BiBmGQXjTWePdiKd,1,1,3,93.00,3,0.1753%
277,5ianQumP7S42UCmkyyVDY8axkmtwCaPPrfwGWZrgxyJW,1,1,1,92.96,1,0.0584%
278,4Jd7w5akuMJW9Uhox5tdFmpoBNFAfgqXBmTMEGcjkMDK,1,1,4,92.00,4,0.2338%
279,BY4StcU9Y2BpgH8quZzorg31EGE4L1rjomN8FNsCBEcx,1,16,22,91.94,22,1.2858%
280,EViAJK4FRFMaK5k6TTvfyWvcEtxDKZWc6eJZm7KeHU19,1,1,8,91.36,8,0.4676%
281,8pKVAVuGK86kAWq1VExYL2AeF5sYkhtA9234igtjcDEn,1,1,1,91.22,1,0.0584%
282,7SYv6rAk3nKAyjYLnc6xXoYCtDGr3ZZSqG9cAxbjg4sn,1,1,1,91.03,1,0.0584%
283,FZMFeDATuaUL5WMz3mQbhiaKCvDZ1WcapFmUaieLH1n2,1,1,3,90.95,3,0.1753%
284,En5AaBtu96ZQTdkjA9FV17ccYUKqgVRaM3rkDW5rJGZs,1,1,2,90.94,2,0.1169%
285,J2nDYhVEK7i9Ctr7Lz62X6yjknELbkuSHqkr1GrP6SUJ,1,1,8,90.87,8,0.4676%
286,F97GDEEcWPTXXVAVUqdQRX7NkgwnW1iDpQFEdjbrsnDJ,1,1,2,90.37,2,0.1169%
287,pBcagUpBDqTTgn5pqLNTcL2zTUKV6YXaQeRez6AD7DA,1,1,1,90.00,1,0.0584%
288,B4x5EJn9gKNDs1G5Q3oV8zC6gyN8EFnQGBeEE7yQAtxm,1,1,1,89.90,1,0.0584%
289,FAzyTKDtvCG6t4jP7WFmfkv5ry7xczpVd9ojNKqgjdus,1,1,5,89.79,5,0.2922%
290,8Bjpr8ozokmPwn4zby6FFgfkn8G2kz7hi8Q68vQuYvGE,1,1,1,89.30,1,0.0584%
291,EVKEtorwbmgy3qFTaPqjN7q3GyhrLsqVM2ag8AVE7ZCx,1,1,2,89.27,2,0.1169%
292,Gnf5j6C8Hcax8SNUQPuCpWGeH8jc7p28nHtCWSiVKVS9,1,1,1,88.98,1,0.0584%
293,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,1,1,1,88.90,1,0.0584%
294,DwdrYTtTWHfnfJBiN2RH6EgPbquDQLjZTfTwpykPEq1g,1,7,8,88.65,8,0.4676%
295,DngJ5oQ5ri2sgXDsDpabaU1Whu22z3zkGZB7jiN4tqxF,1,1,1,88.60,1,0.0584%
296,5Eb5rURZMLaSkxjczUzmDujt6F5ytbUsQfKA2it4G1sA,1,1,3,88.43,3,0.1753%
297,2SkcBhkmocHEjT5tgssW4TgnUUGhU2N1sckhc8yAKqse,1,1,3,88.27,3,0.1753%
298,DtnmVKcA9T5zxSfCisdfTU5DYjc8B7rN5RUQNnfrigMm,1,1,2,88.08,2,0.1169%
299,BtUNWYCbYydq2ViSgpiRJbKLBrA63XipRJ7SrcqmtCci,1,1,2,88.04,2,0.1169%
300,F98iU6cS8U8V61ee8XVECUkg9XfAG44bgMP3nuEFmuxX,1,1,2,88.04,2,0.1169%
301,2ig5uwRC4dCMaN6H8eF3fqdbeQqZkgaLpnfGuxeQx4Ja,1,1,1,87.76,1,0.0584%
302,Go6AhYS3fvonyUMXGawHjqpeoyv7UmScjZaunjBNkiqf,1,1,5,87.00,5,0.2922%
303,37sG7qARTPvoNxEQPbocZVgUevEWzuR2JrUX1HPfv1WQ,1,1,2,86.73,2,0.1169%
304,9BXXTu4DTXiEqVjkiqLQqCaRRMxLUaQfewoCgkvBRhL2,1,1,8,86.73,8,0.4676%
305,3zs4pzC8Ry85FZSKzgKExC46xWLkY2HfZ1CCgzkk343v,1,1,8,86.14,8,0.4676%
306,8WoHrVKAFysBrBuUoWep4N3RithvxTp566zAc7hGKUMb,1,1,1,85.89,1,0.0584%
307,8g1cqfvSC7CzJkzXVj4rmYWY8xWyp6DdtDLCEdrTUGGv,1,1,3,85.86,3,0.1753%
308,AWanhDcZY6zd5Daie31XM5P1pJ3CRqDqZXodrbExzGoa,1,1,1,85.67,1,0.0584%
309,2w77uec5moEvGs4cyvE9uugJXgPZ5ZVrGo2c4NPHKeha,1,1,1,85.56,1,0.0584%
310,GpoqvG5NZC2E1Xna9VBJ7UE5o2bGPSYCkNZ6jBLET48j,1,1,3,85.56,3,0.1753%
311,5riJbuM37NCPoMQS1prgPCynYkTYHM7Zk2x4ntMLZCPd,1,1,1,85.41,1,0.0584%
312,T3EgJQd67dZcfoQ1DjhdS9B8CUNQxLVEAwvoNLkrUjm,1,1,3,85.24,3,0.1753%
313,9W2JNrQtT9Gp6HfoZAd7xTvpWNPg3pPzM8Ju8e9p5jp3,1,1,1,85.14,1,0.0584%
314,FYRVmaviyrL2xWrF87GqeY7xXmwaRgf7YHbhfHDohhB7,1,1,3,85.06,3,0.1753%
315,darkdwZWDbNCb7f6ivuV9REpJhWSb8NRtW6BBgxrL6P,1,1,3,84.41,3,0.1753%
316,BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,1,1,1,84.09,1,0.0584%
317,E1qxojAeTpRs383wxWHabWZQ2CNnPmp5WJ3gzupVnZu4,1,1,1,84.00,1,0.0584%
318,EmhTKECzymV5kQooqnDisA7du1MUapr6Uy2JV7QZMG68,1,1,3,83.91,3,0.1753%
319,75yMGmePP5mFQTMujiFkW6V5n85aAfScypvC3Gg7ZZqp,1,1,1,83.35,1,0.0584%
320,HX6jYsa3n8T3kL3LkcLhtArWqkGqKECmxZTrdjQKhoFa,1,1,1,83.31,1,0.0584%
321,7svdRmxc13K7LsoNcUeUYmdbmyJV2tsBC8oVRtxW5e9w,1,1,1,83.04,1,0.0584%
322,GyBQ5eb5JU5ey3C34G1JkCbJ9VC8PAxfsGwL63xDnG7m,1,1,1,83.00,1,0.0584%
323,HnLheUx48TnhNXVzjbDzgLj3u2m9Ajjxkv6YwpbYGTGW,1,1,1,82.47,1,0.0584%
324,7m9qD1iY85juVqH5y46jgshGUtR6a39oJ5cRP63x8rSy,1,1,1,82.44,1,0.0584%
325,FMeTBfg4f5CUwV4sTTZ8Rni3xKG77vKWFZV27St5eMek,1,1,1,82.40,1,0.0584%
326,98bTNSZo7eNyYASDkeywE3BuhoHXEueWScEKVkwBdG6H,1,1,1,82.28,1,0.0584%
327,C5Czmeo23xhMTckBD8pJZMXiU33jRNyqM1bsp433vxVL,1,1,1,81.39,1,0.0584%
328,EAoCNcK5485PGk6uDY497N8cikPhGQFWaXt2fyBHyyGy,1,1,1,80.66,1,0.0584%
329,7EmUSAXbyXoGpqLPpurkQ97S4ovMdkbjyYPrKtJHtkqa,1,1,7,80.64,7,0.4091%
330,FNEsNJcSS35mTZbQbM7LNDDDwMDaPrtS4QTRefaqD9JK,1,1,8,80.62,8,0.4676%
331,DptUabCCFLJEW63n1CBYDByPdANyVeJhkxq16Q8Ss3uB,1,1,3,80.36,3,0.1753%
332,2LqA23ekQWXwRXjp7mbzxDJLJLjYWkH3EFnHfBteE3wr,1,1,2,80.25,2,0.1169%
333,9KoxXEyzJjFb7HKR8NdxhTceMRczn7MQ3PnuHZXvaQ8P,1,1,1,80.19,1,0.0584%
334,DxZvQdWTZwSLDzymq4RiHmm9kCRnKBAMEFwmcmpz6j1m,1,1,1,80.14,1,0.0584%
335,DD3VShTGn7kYMscFHt7SUGxxYD9bKnVere6Coi698nMg,1,1,8,79.54,8,0.4676%
336,6PX4xuN4TLPCL2GqtUZf2Q6iTjwfGbc9vcK33sinN3wP,1,1,6,79.40,6,0.3507%
337,AGi9JxJ49T7iNRU6vEfNEMB8RfbQMXohTDDbtdFhetyT,1,1,2,79.24,2,0.1169%
338,DQ5JWbJyWdJeyBxZuuyu36sUBud6L6wo3aN1QC1bRmsR,1,9,19,78.59,19,1.1105%
339,6cZvXfbVqP9AvCq4QVzAyJHxeAM55NEBE28qmDLimU7D,1,1,3,78.30,3,0.1753%
340,4ekK7Dzwt8bspwk1NX8xWBeYtVu4DYEpNxQYUYQFHnRA,1,1,2,78.02,2,0.1169%
341,DUF6CYFg96ryKQkbjGJLdJ5ckYuws8kEVWW42Ti7BRde,1,1,1,78.00,1,0.0584%
342,AtQShUasALhofySXSfTYH9wNxF1YeKkYhQ6qLeoFm2uA,1,1,1,78.00,1,0.0584%
343,D5shRqViANmXh16KjUDyyxHJgvq9EhAhxdEzqQx578j4,1,1,5,77.86,5,0.2922%
344,DhxvJUX73iPXRyjqLJJfWeZhha8zLmM5c3fqD1KSvazT,1,1,1,77.00,1,0.0584%
345,2pvVnMzjFqXoq2W1huXQwAMnxtAuJTxXieGDg9ebSBnG,1,1,1,76.86,1,0.0584%
346,AP9g1mM6CbEEwE2X3TmgwT65VyiUChpn4bRFNPNJGdbc,1,1,1,75.00,1,0.0584%
347,Br27Q3TBFYPjpfCVqGmXv9tvhwW9mns3U14VoitUaQAc,1,1,2,74.74,2,0.1169%
348,UTFic3cSUGwtLqtWy6Ejopu4B6h9nSyeVLfttZrJd6G,1,1,5,74.61,5,0.2922%
349,DoMxB6JpMAVMa5E7piEyyrb2tAZkCPU9XvLWfyYrfZwx,1,1,2,74.46,2,0.1169%
350,DuQqbMmoqT8B1WXjdPwUc3BcnMtGnTrZU9F5F9tQBKDW,1,1,1,73.84,1,0.0584%
351,8FrcF1GZg6TzhrqTcxkriQfUVbXXYvmqMFVNrHt3BJPA,1,1,1,73.45,1,0.0584%
352,HY65r8wR9BNjBCMrQd9mwCj8mKwmvPcZeyHVarPkH85z,1,1,5,73.38,5,0.2922%
353,FbEKzjfjPRwNEoNFHZ4NCxqfHk3GmnqwikbGig1m3oNh,1,1,1,73.15,1,0.0584%
354,FvCYCj3yurGgVYSBK2noRLK9cPmVjLGRxEnCePpRoRWi,1,1,1,73.14,1,0.0584%
355,CUmYoeP19Bht43KKGUoF5hP3f2GcyUpwgJW43budmqm1,1,1,5,73.00,5,0.2922%
356,3G51WaQVqiFstvaV7GKWPVA9fkRopY2Df2AxEjpoZWAM,1,1,1,72.74,1,0.0584%
357,3w6RZNS9mygGP1N2xpF7cX97eofL8eSPHPVmRkF5KVb7,1,1,1,72.33,1,0.0584%
358,6BvgpaXJZE9dttwhFYDGiJ2Lshky1HNJdFLP8xjN85AB,1,1,1,72.09,1,0.0584%
359,8mowmVCEewZ9W2cEaQyQeQEeSxhGr1hvRviLwozwNtBt,1,5,9,71.87,9,0.5260%
360,5tBfox2vM6Yaa2dz7S8Xrno31guWpGk2QXW1XgQnYoRC,1,1,1,71.83,1,0.0584%
361,BRPnPAAy9S9QqbVax9jbcSbQeAWbjQYZ8W9J3Dvt2Cm3,1,1,1,71.32,1,0.0584%
362,7KvCE6QksgtAjktvVZVprJFZbhKmsPaytMyERF7m1UWb,1,1,1,71.30,1,0.0584%
363,FxKeFrc2wdWd1bZ66Kp2gsu5csskD7JoWSyFsf5rUNuA,1,1,6,71.25,6,0.3507%
364,Gk5PPUcPe47N7bfSJ4WRqD6CFE2JRVvrMbxj93NSHfQB,1,1,1,70.90,1,0.0584%
365,AD3XDgirYWTDrtztXDyjwzRvwyA5aG5bivaFXnjujXPf,1,1,3,70.53,3,0.1753%
366,4PbfCvT9923BFALo3JJ8rAebKHu663DZDJP49AUfYyyq,1,1,13,70.48,13,0.7598%
367,6529TWhDc2uK7j1ZN4ci8e8ML2HAvVV5a8r6WmopbMgn,1,1,2,70.43,2,0.1169%
368,6YTSC3hcxYAiWEaKzL2oEr7voLUYsm9fE1qBftKnS1YL,1,1,2,70.43,2,0.1169%
369,7WZ8qScUBxZPZB3jzgLrck6p5fowskhrCusbhpjp5nmJ,1,1,2,70.43,2,0.1169%
370,BVfBGABd9DJUSNTjvNLgbHbchTxrHqsLPaJqVzmyW48R,1,1,2,70.43,2,0.1169%
371,HBCmnoPFEgf1FedkHio4Sdtne2kQPX9kTw7qSyZbKevz,1,1,2,70.43,2,0.1169%
372,7krPpGcVY8QvN2M9FEwDK95zkq1ZiEmNZc9TPKEAQEfm,1,1,8,70.37,8,0.4676%
373,4xxBGBnXqfCyUpsKRix1VaWm15uND2P83ForEzYDngbD,1,1,1,70.00,1,0.0584%
374,JB53awLMdsiwjBxz7oPrm1gQtbjjZq4yGc6nv9xzXeJe,1,1,1,70.00,1,0.0584%
375,7DZL9kUdECAjDiSkANZ2YMWQi6BaNLfYNCYMag3iNRF8,1,1,6,69.95,6,0.3507%
376,AZPNerykJwiFEtwqmNu8W2LAUzUq1RduPY82jkzvodG8,1,1,3,69.69,3,0.1753%
377,8nH8RRU7ct98qCBTd6bfVjnEyQxqV2rgDZVZHnJNvUx2,1,1,1,69.63,1,0.0584%
378,5nfbhRqYCJe1X8Spgb79U8HNicLMQ9ppZeTfTUo6qLwL,1,1,1,68.97,1,0.0584%
379,7yRhHLAaTqUqcNrVpUU7A7v4QczTWt8CKEXRWS3VBKqF,1,1,8,68.92,8,0.4676%
380,GhuUZCo2J1nVXMG6KfjmQdnRSDTPp8SnHtXsgSVi3Zp4,1,1,3,68.53,3,0.1753%
381,CRGeiaSHm5RCTfDko3XGvFcWRAJLNMPm5mCj7qtLztYb,1,1,2,68.00,2,0.1169%
382,AR9rEcikBQbjgbYaAUGsPXHuwqBTXKfTViEhtyDqpbi3,1,1,8,67.79,8,0.4676%
383,HwZtPJZHrCECo2ZXY4vRwF8QLBm3rnTySdEgyzYpazDs,1,1,1,67.57,1,0.0584%
384,EWHK8jYWQh6tgjS9ohH4r9NfNJD5D31o3GYNBuMyk93f,1,1,1,66.92,1,0.0584%
385,mVDhPQopBb183V1kCnr2LG2HKB4uZ1JSD4Cuk21iR4s,1,1,5,66.69,5,0.2922%
386,BDcQH8KXuxFcUZvpfcnmrb9Mrs6m6z4uxiD58MozkLXQ,1,1,3,66.46,3,0.1753%
387,8EA416GNmYNS6TQMYdLFEun3rCYcwv2vgSRKXdm6izKV,1,1,3,66.07,3,0.1753%
388,32uLTVXHnMVFhsnJYk6VuDZh4jLnZ3ZEhNJ15dke56bn,1,1,1,66.06,1,0.0584%
389,j5v76wHMzW2fyPAPW5j1eSL6jeh9FD5XaDEtbY5RLK8,1,1,8,66.05,8,0.4676%
390,F1U7fmJ3JvDo6Qmx3WfLhaitgifrYLbx5JZpzPZfELLb,1,1,3,66.04,3,0.1753%
391,8QCVZ7KL65pBhUxbvfwbyyg4ronxNAEXbDrGLYLrRNn5,1,3,3,65.58,3,0.1753%
392,ASMe3iU1qRMZjk715UhdeoqiQg21gNN4EAVzdzfU4E6N,1,1,1,64.82,1,0.0584%
393,EKKP9CapjL5Cfpg2pxyyqe7jS6n9VY98ot4aK6V54sgK,1,2,3,64.53,3,0.1753%
394,GBMbKfdefsEo6MXhnpLZScWxUoiXzmUtKx8pNJjM2b43,1,1,3,64.53,3,0.1753%
395,9hPwhVeJQQn3KudYyECT3pzkRZXkS4QMiGNxrsSoLLFX,1,1,3,64.13,3,0.1753%
396,4weHTcwViXCKJkMf8kXkjQHuhRsiu7xL3S59dN61TdbT,1,1,0,64.04,0,0.0000%
397,H1dXZFH4aTC7tPCxtNKXtmr5Tfjgjm8Wa8EPuQKy2C8F,1,1,1,64.01,1,0.0584%
398,AaZkwhkiDStDcgrU37XAj9fpNLrD8Erz5PNkdm4k5hjy,1,9,12,63.78,12,0.7013%
399,4PXQbNysf6uidR75FAWLeViUf92LiDLmdRkZFH9Y96Qs,1,1,4,63.70,4,0.2338%
400,FeNTaYxQKaC8Ne1y8AwruJjXbUKrWEmYJEuJrEXTskia,1,1,1,63.34,1,0.0584%
401,EPd6CWn6xchSHgMRyGw5gsLhh6aMbKb4N8Nx6qyMdpKS,1,1,1,63.05,1,0.0584%
402,EqFgD4CM6v5XxvTbmxz2dhzmYprVmehacxwtPrRbw2FV,1,1,8,63.03,8,0.4676%
403,H84Wda2aSgKV1daCVV9ozWrSurjVnoSLY5GAymYArGPg,1,1,1,63.00,1,0.0584%
404,GvAyrpEM88uMYLp8QLUf7SRfqfsLNBEFhLctj2Hn8y9P,1,1,1,62.88,1,0.0584%
405,9QupwxTnVwoxeRzHZP5vUhajGbKnH1wwTudADp9uPMCV,1,1,3,62.58,3,0.1753%
406,CTSvhyNscqSA6NRHDycxR3dsgn3ErMJzgsXpQyDrCbDi,1,2,17,62.53,17,0.9936%
407,5KUz5c5rLojpGthvUpg5nEqBn6niSLL4uAyCHLmNJH8S,1,1,1,61.98,1,0.0584%
408,FW3mLNf4bwMoWjFQEj9cVvB5DJ5txvrrXynWYNVjuqLF,1,1,1,61.88,1,0.0584%
409,6eVd8tWzevm7NTKZAPFdDf5A7BNKpVvr8LMwUudbi7E,1,1,2,61.63,2,0.1169%
410,7nRiutNSupTrFkuUL9WFkypprZQDJZU33ybEQhCe4zka,1,1,2,61.63,2,0.1169%
411,9AEqGSp13NYcP9PGFJFFisJ4kN9JVwbCUDLwGUpzBZff,1,1,2,61.63,2,0.1169%
412,3JGDjGiYLwwrfFieafWcbMebcGXPGpt7cyL3wFAy3Cqx,1,1,1,61.47,1,0.0584%
413,58fjhsR7HSx4aH8bQFT59hRTURxCweNWdcE4nzdgtShc,1,1,1,60.99,1,0.0584%
414,B7DFpyrb83CibUYLntwyj7qJsXhMxmPSeyYhzE7w8AqR,1,1,1,60.17,1,0.0584%
415,3dxYNLvcWQMDnBkThnBy2EmgWebQfSbg5cNdBWM3W8YN,1,1,1,60.00,1,0.0584%
416,8mSRM89Gn1Y3RwdVkfYn3TAwwCQSYYRS632vPWe4TSUz,1,1,1,60.00,1,0.0584%
417,HqUoJFxfea9iYWZYxruPJWG4xCD4KQWC1jw4RgDKqz3g,1,1,6,60.00,6,0.3507%
418,6HSsS1T6wfHguaHbCieNeXVKYpKriTSdC6uoAZEs7ti6,1,1,1,59.99,1,0.0584%
419,Af6VC2kAyjhKSU11g5uUHurZzbB4C5fdRrdfKEnxY8Sc,1,1,1,59.94,1,0.0584%
420,qnCwMVwF9TXqFWzxtYuWYnPjZkQnSxcxp4bvLVuTkjN,1,1,1,59.88,1,0.0584%
421,HtVYGNTE1XJHmsJh9evgbkYwUbqM5Cnkp6rHApS7vKAj,1,1,4,59.81,4,0.2338%
422,FtvkTgTTaKxaGSXWE9TJ9gK3W7scq1U9EaMbrv5Gu9pK,1,1,1,59.53,1,0.0584%
423,8B6pzdGAeto4hq9XnEWkWoXYq47LbFP7Cx5cVHenk8Bb,1,1,1,59.34,1,0.0584%
424,8QU2CkN57Lymadv77inShLJExcHh8QUSk2Y12JYBY5vf,1,2,2,59.04,2,0.1169%
425,7VaN4Q5V2QjHtbhKtkE9VHZrqhkvWYKNvznd6PJnLp9N,1,1,1,58.89,1,0.0584%
426,5F1seMKUqSNhv45f6FhB2cFmgJbk8U1avJw7M6TexUq1,1,5,5,58.71,5,0.2922%
427,FjGEo6JkXAQpfvsTLd9nKDjLiqzZu6SEft42t9DC7psq,1,1,1,58.21,1,0.0584%
428,6dgBrinYvB9vdBGFjAA4wD3HVawE8vaDSBSJUJYTGeMd,1,1,1,58.18,1,0.0584%
429,FXBWgvfQHNf9cZ7UUxgFJ8SwrR3DZK4ExhZaX5do6VDR,1,1,1,58.10,1,0.0584%
430,9VXuNqqqzniYYW3fRDeaCtUUtqWsEeWWn5umh3aF9h17,1,1,1,58.07,1,0.0584%
431,3r2gXhj7B4occvsnBWp7dYE7GLyaM8iLi2ja3V1vejHt,1,1,1,57.88,1,0.0584%
432,3JPJ5eWQa5pxbAUEZsjGWM8umnBqtHdrE6iADHYe1EC4,1,1,1,57.80,1,0.0584%
433,GbZgqoCYDDBuiyBvGMaBeD8fibAYckg6GkeZgR4Yr5xF,1,1,3,57.64,3,0.1753%
434,BBvDLm2Bm52MTchA1e2gMeSRD2Cds34U5pHEtpAdWma8,1,1,3,57.51,3,0.1753%
435,HMm8yxBaeqnsaGR8shUDbtE4YFEZrzKW8RzvHKGyArTf,1,1,7,57.11,7,0.4091%
436,FVmfPDHZj4t2agcCDvZ8kc5xJn4HK2kbfi97h6rvpY4s,1,1,3,57.00,3,0.1753%
437,5MjAwuCfiDosUzk8en5KV3XaNJ5aB3sR9ctirmVmKVr,1,1,5,56.89,5,0.2922%
438,Ec6JwCLxf1R52zdaGnmm1JifsqGgqgyS5aqJZocaF9bg,1,1,3,56.54,3,0.1753%
439,8d9FNC7AgKLTCPKNd3MMkLLXZYLmiYFYR3vfXMBNJVNx,1,3,5,56.34,5,0.2922%
440,FvCz4gYpp47sK8NpLNHxwwXoseZyU4paq9sxAFzx4xGo,1,1,1,56.30,1,0.0584%
441,FLyqzdXWjhUU2UQGnzE7tLMYgivrJd8dQtKmpew5X9z3,1,1,1,56.01,1,0.0584%
442,4bd9A2pCfEF8qN8MyAQwZsLFcjrrYc4MWV3JKiUZosoh,1,1,4,55.97,4,0.2338%
443,AJ38rvSv8Xn2nay6rkAwY6zVCCLeqh4UPUkEtjVM8AWm,1,1,1,55.89,1,0.0584%
444,9eG4MMqfMgDkfTSKKctk5fBNV4qPDCK4sZy4Wov4e8JQ,1,1,1,55.70,1,0.0584%
